2025-12-18 13:00:58.047 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 18:11:09.334 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 18:11:09.353 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 18:11:18.640 - ACTION=VIEW_MY_PERMISSIONS | RESOURCE_TYPE=UserPermission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 18:20:54.918 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 18:27:41.149 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=anonymous | USER_ID=null | RESULT=FAILED | ERROR=Invalid password
2025-12-18 18:28:01.764 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 18:38:27.893 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 18:38:37.883 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 18:54:32.508 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 18:55:49.437 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 19:02:34.176 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 19:10:13.220 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=anonymous | USER_ID=null | RESULT=FAILED | ERROR=Invalid password
2025-12-18 19:10:21.365 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:10:24.580 - ACTION=LIST_USERS | RESOURCE_TYPE=User | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:10:24.595 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:10:24.611 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=2 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:10:24.624 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:10:24.635 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:10:31.408 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:10:31.421 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:10:31.433 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=2 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:21:52.357 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 19:22:15.977 - ACTION=LIST_ROLES | RESOURCE_TYPE=Role | RESOURCE_ID=N/A | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 19:22:20.320 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 19:22:25.453 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:23:16.240 - ACTION=LIST_RESOURCES | RESOURCE_TYPE=Resource | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:23:36.103 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Role not found: 1
2025-12-18 19:23:53.636 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=USER | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:23:53.651 - ACTION=REMOVE_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Scoped permission not found for role
2025-12-18 19:24:23.083 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:24:23.104 - ACTION=REMOVE_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:24:55.869 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:24:55.904 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:25:20.428 - ACTION=VIEW_MY_PERMISSIONS | RESOURCE_TYPE=UserPermission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:26:47.825 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:29:43.026 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 19:29:47.718 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 19:30:30.069 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 19:30:32.910 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 20:53:14.616 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=anonymous | USER_ID=null | RESULT=FAILED | ERROR=User not found: test
